time,H
0,119.35295304245244
0.1,116.45664721913558
0.22499999999999998,117.1383437682656
0.325,117.24557013336988
0.4250000000000001,112.54813800827831
0.5250000000000001,108.31688248640673
0.6250000000000002,108.29006416646322
0.7250000000000003,105.21301145357758
0.8250000000000004,101.60604666230569
0.9250000000000005,110.08336656674186
1.0500000000000003,117.38585075007018
1.1749999999999998,125.09750591436335
1.2999999999999994,129.6501271573199
1.424999999999999,123.60149293825461
1.5499999999999985,120.26805581471427
1.674999999999998,114.40772054927835
1.7999999999999976,111.53001555283656
1.9249999999999972,107.30080794353206
2.0499999999999967,107.60491025324895
2.1749999999999963,102.78904162259622
2.299999999999996,104.71284854913995
2.4249999999999954,100.9588369478837
2.549999999999995,96.97059493545906
2.6749999999999945,100.55855185792994
2.799999999999994,92.62144152151944
2.9249999999999936,94.62936184283672
3.049999999999993,90.90872035083606
3.1749999999999927,88.69135815176932
3.2999999999999923,89.91696646794372
3.424999999999992,89.35752755758662
3.5499999999999914,81.88126640088903
3.674999999999991,77.82721051779718
3.7999999999999905,79.25358923962666
3.92499999999999,80.52039097146641
4.04999999999999,76.17114057353031
4.1499999999999915,76.55182850491012
4.249999999999993,75.12973381323661
4.349999999999994,72.50965635112189
4.449999999999996,73.08160377284001
4.549999999999997,71.63533320514146
4.649999999999999,72.52834943251618
4.75,77.86498285375143
4.850000000000001,73.91491068855557
4.950000000000003,75.12626019031487
5.050000000000004,70.77544745020232
5.150000000000006,73.80661487417498
5.250000000000007,74.6996124842559
5.3500000000000085,70.10546361182553
5.45000000000001,69.17571948275757
5.550000000000011,70.41988966705578
5.650000000000013,72.50589706145433
5.750000000000014,73.72365138686683
5.850000000000016,70.67549435539571
5.950000000000017,66.01068601934284
6.0500000000000185,65.41529437962141
6.15000000000002,69.40125874110387
6.250000000000021,65.42385128176039
6.350000000000023,67.54864983036637
6.450000000000024,63.869751337912994
6.550000000000026,64.67623347496223
6.650000000000027,59.973362441210114
6.750000000000028,61.83335831658054
6.85000000000003,62.81802310742094
6.950000000000031,58.25491496018923
7.050000000000033,58.7219013581437
7.150000000000034,55.9301426910251
7.2500000000000355,56.36261231334977
7.350000000000037,52.780669021063396
7.450000000000038,50.769883488854866
7.55000000000004,49.471647095982476
7.650000000000041,50.207278773893044
7.750000000000043,45.61716716860762
7.850000000000044,48.0217865451494
7.9500000000000455,48.72769641872043
8.050000000000047,43.83922832318054
8.150000000000048,45.876595326041425
8.25000000000005,44.516802342458625
8.350000000000051,44.18355585626125
8.450000000000053,44.812749450492824
8.550000000000054,41.158096125543366
8.650000000000055,39.72261392552116
8.750000000000057,40.13683596700536
8.850000000000058,38.490041763811114
8.95000000000006,38.0020517600031
9.050000000000061,38.63569078103599
9.150000000000063,35.07058268240792
9.250000000000064,34.04972138197266
9.350000000000065,33.524865400007556
9.450000000000067,33.19871698800738
9.550000000000068,32.4961614029836
9.65000000000007,33.64228271464278
9.750000000000071,32.81571755106937
9.850000000000072,31.87799505000973
9.950000000000074,30.48341879084618
10.050000000000075,28.754568385070506
10.150000000000077,29.14425751735262
10.250000000000078,28.26541595902005
10.35000000000008,28.577132224663533
10.450000000000081,26.597422641126034
10.550000000000082,26.151706953547816
10.650000000000084,26.26165637588502
10.750000000000085,26.183218945562626
10.850000000000087,25.391418763697818
10.950000000000088,24.441626789123088
11.05000000000009,24.501578086575623
11.150000000000091,24.288353870096998
11.250000000000092,23.890598368567495
11.350000000000094,22.52197171730904
11.450000000000095,21.264871629013975
11.550000000000097,22.68898495116431
11.650000000000098,21.03110353766443
11.7500000000001,21.26308223060927
11.850000000000101,21.528711217341822
11.950000000000102,20.876284205845273
12.050000000000104,21.08219721466731
12.150000000000105,20.012220267642547
12.250000000000107,20.057569648764524
12.350000000000108,17.985770170469866
12.45000000000011,18.79013073672469
12.55000000000011,19.019379521663858
12.650000000000112,19.34284007419414
12.750000000000114,17.917074277213377
12.850000000000115,18.265035224084986
12.950000000000117,17.97647953846878
13.050000000000118,18.82785072298401
13.15000000000012,18.405934728534486
13.25000000000012,17.651849633152267
13.350000000000122,16.875749088071057
13.450000000000124,17.991254865334145
13.550000000000125,16.560724432738372
13.650000000000126,17.008105790013172
13.750000000000128,17.43500903914338
13.85000000000013,17.036735454432456
13.95000000000013,16.853378214656118
14.050000000000132,17.08509933983553
14.150000000000134,15.795557043568541
14.250000000000135,17.1226859262214
14.350000000000136,16.060312061986387
14.450000000000138,17.25018698145745
14.55000000000014,17.260065442703166
14.65000000000014,15.567962134933545
14.750000000000142,17.345546750239862
14.850000000000144,16.635621010526194
14.950000000000145,16.122971055000026
15.050000000000146,15.337183890934169
15.150000000000148,15.994062795336657
15.25000000000015,16.634555631067624
15.35000000000015,17.028334456401254
15.450000000000152,16.66178391834557
15.550000000000153,15.433611017864921
15.650000000000155,15.656686467421233
15.750000000000156,15.971515459317665
15.850000000000158,16.641486793771854
15.95000000000016,15.958178966386008
16.075000000000156,15.96736707502582
16.20000000000015,16.606450605566202
16.32500000000014,15.790033332965809
16.450000000000134,16.374101532074313
16.575000000000127,16.28151872220156
16.70000000000012,16.116021497886138
16.825000000000113,15.445515387495783
16.950000000000106,15.865166080339023
17.0750000000001,16.70991404790353
17.20000000000009,15.654879452992885
17.325000000000085,14.302043117264185
17.450000000000077,15.776025716888821
17.57500000000007,16.081766385319277
17.700000000000063,15.089398075286558
17.825000000000056,15.781075588836242
17.95000000000005,15.576179285577954
18.075000000000042,15.427796242336832
18.200000000000035,15.44823122682212
18.325000000000028,15.846722459250572
18.45000000000002,14.970733030947004
18.575000000000014,15.31281667012349
18.700000000000006,14.942520488512576
18.825,15.371394318613097
18.949999999999992,14.95317048638162
19.074999999999985,15.243506636173509
19.199999999999978,16.088570331455106
19.32499999999997,16.492873638496032
19.449999999999964,15.810347483853004
19.574999999999957,16.331679206451167
19.69999999999995,15.766779244458164
19.824999999999942,15.027347295252863
19.949999999999935,14.940770804829471
20.07499999999993,15.011672129370135
20.19999999999992,15.288253716943224
20.324999999999914,14.49731601306851
20.449999999999907,16.064164526055553
20.5749999999999,16.080250348469928
20.699999999999893,15.128049030614637
20.824999999999886,15.736290748239071
20.94999999999988,16.05248058392975
21.07499999999987,16.19657139474299
21.199999999999864,15.406208801763892
21.324999999999857,16.10322110894609
21.44999999999985,16.286249144545394
21.574999999999843,15.538048708146086
21.699999999999836,15.869220016564803
21.82499999999983,15.464584071452212
21.94999999999982,15.837259737708553
22.074999999999815,15.471440038956022
22.199999999999807,16.39989158565817
22.3249999999998,15.87489293533584
22.449999999999793,16.08193746335187
22.574999999999786,16.81599116004509
22.69999999999978,16.739666868899977
22.824999999999772,16.62227993273988
22.949999999999765,15.681248070476094
23.074999999999758,15.888535712494285
23.19999999999975,15.935739464582229
23.324999999999743,15.652052976900402
23.449999999999736,16.29134877539475
23.57499999999973,15.555589367412525
23.699999999999722,14.987783429034824
23.824999999999715,17.257407103070744
23.949999999999708,15.99210429998514
24.0749999999997,15.777937094673744
24.199999999999694,16.208017588625324
24.324999999999687,15.648825324061852
24.44999999999968,15.261063711053481
24.574999999999672,16.525004787248758
24.699999999999665,16.49259771590321
24.82499999999966,17.069928988159624
24.94999999999965,16.48248487976947
25.074999999999644,16.556903428007868
25.199999999999637,17.371933889941506
25.32499999999963,16.85469579465617
25.449999999999623,15.976540914953103
25.574999999999616,17.376976291636257
25.69999999999961,17.239110594440817
25.8249999999996,17.42057279915327
25.949999999999594,16.640244238059203
26.074999999999587,17.707379844975293
26.19999999999958,16.050932192528858
26.324999999999573,17.1467649977563
26.449999999999566,16.245593566649458
26.57499999999956,17.957254200673976
26.69999999999955,17.324543301909607
26.824999999999545,18.849653453299567
26.949999999999537,17.161948879672302
27.07499999999953,17.736428501173336
27.199999999999523,17.994686237397165
27.324999999999516,17.46993490058144
27.44999999999951,17.727066720014058
27.574999999999502,18.069822181736825
27.699999999999495,17.44944151466226
27.824999999999488,17.553040643810498
27.94999999999948,17.322370939862246
28.074999999999473,17.90299203175363
28.199999999999466,17.76801006019863
28.32499999999946,16.547513809601355
28.449999999999452,17.256671353757024
28.574999999999445,18.763411440379265
28.699999999999438,17.50227624191549
28.82499999999943,17.896646070077253
28.949999999999424,17.199243237983957
29.074999999999417,17.517746889370066
29.19999999999941,18.07108624210259
29.324999999999402,17.504336148820528
29.449999999999395,17.454818707436313
29.574999999999388,17.051398736217905
29.69999999999938,17.54803353652828
29.824999999999374,17.263292587834414
29.949999999999367,17.80946457543336
30.07499999999936,17.843712793212596
30.199999999999353,17.36384481956037
30.324999999999346,17.848351085765565
30.44999999999934,16.57719314720675
30.57499999999933,18.409122703403575
30.699999999999324,16.89907578263043
30.824999999999317,17.44564635710251
30.94999999999931,17.33050774241563
31.074999999999303,17.1043466068222
31.199999999999296,16.734358685496677
31.32499999999929,17.308329831045835
31.44999999999928,17.924139236665738
31.574999999999275,17.19885662677507
31.699999999999267,18.643063905391504
31.82499999999926,18.232530611183027
31.949999999999253,17.12550058702218
32.07499999999925,16.887674843174636
32.19999999999924,17.661518310929416
32.324999999999235,17.655609426307887
32.44999999999923,17.65699277180088
32.57499999999922,18.01767500892047
32.699999999999214,17.98872271709989
32.82499999999921,16.837005866386733
32.9499999999992,17.27084916709915
33.07499999999919,17.77992461599658
33.199999999999186,16.625481211101516
33.32499999999918,17.065089819218137
33.44999999999917,17.280535658899606
33.574999999999164,17.524940577109113
33.69999999999916,17.645054640209217
33.82499999999915,18.28076922671304
33.94999999999914,17.29926198983729
34.074999999999136,16.09750464591753
34.19999999999913,17.890982896063047
34.32499999999912,17.89396862122951
34.449999999999115,18.120996291401536
34.57499999999911,17.311022669859405
34.6999999999991,17.09548429058388
34.82499999999909,16.99601135589565
34.949999999999086,17.598960409455767
35.07499999999908,16.88814949701746
35.19999999999907,17.378865049417307
35.324999999999065,17.463137442957176
35.44999999999906,18.368981735993824
35.57499999999905,17.27304685212288
35.699999999999044,17.74721486859374
35.82499999999904,16.5240382413654
35.94999999999903,18.110512817888708
36.07499999999902,18.60395900261683
36.199999999999015,18.165243128703338
36.32499999999901,18.183340862789507
36.449999999999,16.961977055334945
36.574999999998994,17.071974708485715
36.69999999999899,19.6369909813648
36.82499999999898,17.554166749142997
36.94999999999897,17.655989305010994
37.074999999998965,17.791496440127293
37.19999999999896,17.454902100305144
37.32499999999895,17.285519331552265
37.449999999998944,18.014463816098445
37.57499999999894,16.85060427270372
37.69999999999893,17.529066276902824
37.82499999999892,16.903109720040064
37.949999999998916,16.80597902078759
38.07499999999891,17.98068170703003
38.1999999999989,16.964360381024065
38.324999999998894,17.226700857924207
38.44999999999889,18.56572117825354
38.57499999999888,17.96921818688309
38.69999999999887,17.90242626644056
38.824999999998866,17.940617349170733
38.94999999999886,18.004668569595548
39.07499999999885,18.531501810146416
39.199999999998845,18.236455675207498
39.32499999999884,17.284653372494784
